,product id,category_bean bag,category_bookshelf,category_cabinet,category_chair,category_chair ,category_desk,category_lamp,category_night stand,category_ottoman,category_pouf,category_shoe cabinet,category_sofa,category_table,category_toilet,category_wardrobe,color_antiquewhite,color_black,color_blue,color_burlywood,color_darkbrown,color_darkgoldenrod,color_darkslategray,color_dimgray,color_gainsboro,color_gray,color_grey,color_lightgray,color_linen,color_peru,color_red,color_rosybrown,color_saddlebrown,color_seagreen,color_sienna,color_silver,color_tan,color_white,color_whitesmoke,color_yellow,material_ceramic,material_cloth,material_foam,material_glass,material_leather,material_metal,material_plastic,material_plastic ,material_velvet,material_wood,length,breadth,height,price
46,ch14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1713756939753227,-0.1855646031174223,-0.19099886083720521,-1.1895931325596463
47,ch15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.1699879983151722,-0.1824282347502114,-0.18762694653726142,-0.250066238615632
48,ch16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.17089000049427003,-0.18422997828031126,-0.18927369538142003,-1.1895931325596463
49,ch17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.17093625701627504,-0.18409651579660016,-0.1859801976931028,0.11293278859000987
50,la07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.17156072006334278,-0.18629864677783337,-0.193586609020883,-0.5490066139614547
51,ca04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.14470880903943031,-0.16921544886281226,-0.1628472972632559,1.2659885220667546
52,bs03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1345418143048582,0.06314273527821697,1.0579425125396493,0.7321664232349283
53,ta11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1675826591709113,-0.1794253288667116,-0.18770536314888803,0.41187316393583256
54,ch18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1659405526397332,-0.17135084860218988,-0.17547237173513847,0.09157990463673682
55,ta12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1699879983151722,-0.18136053488052256,-0.192018276788351,0.19813079556356933
56,ch19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.16744388960489626,-0.17415356076012303,-0.18762694653726142,-0.5490066139614547
57,ch20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.17172261789036034,-0.18629864677783337,-0.19319452596275,-0.8692998732605505
58,so14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.16797583960795395,-0.18149399736423366,-0.187313280090755,1.3086942899733007
59,so15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.16668065699181348,-0.17628896049950069,-0.188097446207021,1.5222231295060311
60,so16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.15143913299116032,-0.1605403874215906,-0.1651997956120539,0.8816366109078396
61,so17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.14870999819286432,-0.16134116232385723,-0.16770912718410508,0.7599251723741832
62,ch21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.16954856135612453,-0.1800926412852671,-0.18848952926515403,0.12403628824571185
63,ta13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.1680914809129665,-0.1838963220710335,-0.18237303355827925,1.5243584179013585
64,la08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1713525657143202,-0.1852976781500001,-0.1898226116628062,0.7535193071882014
65,wa03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16938666352910697,-0.18382959082917796,-0.17931478570484183,1.5222231295060311
66,ch22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.17070497440624996,-0.18342920337804466,-0.1883326960419008,-0.5447360371708001
67,ta14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16950230483411952,-0.18422997828031126,-0.190449944555819,-0.5445225083312674
68,la09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.05288961285947128,-0.008993737167633867,0.20461294481899062,-0.5440954506522019
69,ta15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1700111265761747,-0.1814272661223781,-0.19076361100232542,-0.8265941053540043
70,la10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.17144507875833023,-0.1855646031174223,-0.1910772774488318,-0.5421736910964073
71,ta16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16746701786589877,-0.18122707239681146,-0.1893521119930466,0.09157990463673682
72,ch23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1702655374472023,-0.18309554716876691,-0.18896002893491362,0.11976571145505724
73,ta17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.17091312875527254,-0.1840297845547446,-0.1898226116628062,0.10631339456449522
74,ta18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1700111265761747,-0.1814272661223781,-0.191626193730218,0.19834432440310207
75,ca05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.038850758430948575,-0.05016691339250895,0.20539711093525662,1.401152277490973
76,ch24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.16795271134695144,-0.18209457854093364,-0.18794061298376782,2.333632719730407
77,bs04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16691193960183856,-0.18015937252712266,-0.16331779693301549,0.1236092305666464
78,ch25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.17121379614830515,-0.185164215666289,-0.19099886083720521,-0.09632547415206602
79,ch26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.17049682005722738,-0.18396305331288906,-0.1877837797605146,0.19834432440310207
80,ch27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.16642624612078588,-0.17422029200197858,-0.17853061958857586,0.625402003468563
81,la11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.16011223086710102,-0.17368644206713418,-0.1582207171772865,0.11293278859000987
82,ta19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1711212831042951,-0.18469709697330014,-0.1903715279441924,-0.7369119927502575
83,ca06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16931727874609945,-0.1848972906988668,-0.18072628471412064,0.625402003468563
84,ta20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16977984396614962,-0.18409651579660016,-0.1910772774488318,-0.7369119927502575
85,so18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.12338455239511742,-0.1289765100239149,-0.133833150961414,1.5222231295060311
86,ch28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1708206157112625,-0.1837628595873224,-0.1885679458767806,0.11293278859000987
87,ch29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.17075123092825498,-0.1842967095221668,-0.18872477910003382,-0.7411825695409121
88,ca07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16637998959878086,-0.172818935923012,-0.17210045743519467,-0.5490066139614547
89,ca08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1702424091861998,-0.18469709697330014,-0.18864636248840722,0.625402003468563
90,so05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.1678601983029414,-0.1806264912201115,-0.1890384455465402,0.11720336538066448
91,so06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.1625175700113619,-0.17522126062981186,-0.18488236513033043,0.19834432440310207
92,so07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1349024263743667,-0.1289765100239149,-0.133833150961414,1.2659885220667546
93,so09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.16709696568985863,-0.18109360991310036,-0.18715644686750182,0.09798576982271873
94,so10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.16744388960489626,-0.18136053488052256,-0.1883326960419008,0.19834432440310207
95,so12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1494732308059471,-0.16187501225870163,-0.16951270925151687,0.625402003468563
96,ta08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.140340249747414,3.8150400773647264,2.1651066520956115,1.2659885220667546
97,bs01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.17065871788424494,-0.18656557174525557,-0.1922535266232308,-0.5490066139614547
